Name,Maj,Min,S1p4_FIRST,S1p4_err,A_morph,C_morph,Flux,FluxErr,PFimfit,PFerrimfit,Sa/Sc,SB,VLBA,z,L6_NVSS,L6_NVSS_alpha0,DATE_NVSS,L6_FIRST,L6_FIRST_alpha0,DATE_FIRST,L6_VLASS,L6_VLASS_alpha0,DATE_VLASS,DATE_VLAA,DATE_VLAC,SDSSName,S(6)_t,pmt,RAobs_1,RAoff,DECobs_1,DECoff,sz_maj,szmajerr,sz_min,szminerr,PA,PAerr,IFimfit,IFerrimfit,IFimfitSF,IFerrimfitSF,PFimfitSF,PFerrimfitSF,Detection,Freq.,RO_Offset,RMS,PF,PF_err,IF,IF_err,S/N,Resolved,SelfCal,Flags,RAobs_Kell,Decobs_Kell,delta,S(6)_p,pmp,f_c,logL,i,I_2a,MI_Z2,LOGL2500,R,LD_cm,Kell_Ratio,logL6GHz [W/Hz],MJD_dr7
1322+3623,520.0,375.0,,,SR,U,195.0,25.0,77.1,7.4,1.3,3,0,0.295,,,,,,,,,,2019-08-17,2010-11-15,132257.89+362300.0,153.0,14.7,132257.907,-0.17,362300.063,0.08,631.0,64.0,524.0,48.0,117.0,20.0,195.0,25.0,0.0,0.0,0.0,0.0,1.0,5.998816000000000,1.60612110377767,6.6,79.1,7.6,187.0,24.0,11.984848484848500,,,,132257.95,362300.47,0.87,153.0,14.7,1.0,22.59,17.65,-22.7,-23.7508123065995,29.659514964943100,0.48,4.75953286731232E+27,1.3,22.699711749815600,
1330+3119,210.0,44.0,,,U,U,152.6,6.8,152.6,6.8,1.4,3,0,0.242,,,,,,,,,,2019-08-17,2010-11-15,133053.27+311930.5,108.0,14.4,133053.27600000000,-0.09,311930.59,0.09,405.0,20.0,345.0,14.0,101.0,10.0,161.0,12.0,0.0,0.0,0.0,0.0,1.0,5.998857,0.127279220613579,6.6,154.3,7.4,154.0,13.0,23.3787878787879,,,,133053.37,311930.47,1.29,108.0,14.4,1.0,22.24,17.17,-22.75,-23.528054303168000,29.5704117635705,0.22,3.79375244458687E+27,1.4,22.402116759261200,
1334+1711,436.0,232.0,,,U,U,32.3,6.8,32.3,6.8,0.3,5,0,0.265,,,,,,,,,,2019-08-27,2011-01-01,133432.34+171146.9,104.0,7.7,133432.348,-0.12,171147.05900000000,0.16,604.0,141.0,450.0,84.0,142.0,25.0,55.0,17.0,0.0,0.0,0.0,0.0,1.0,5.999218,0.2,6.7,37.0,6.7,51.0,15.0,5.52238805970149,,,,133432.35,171147.13,0.27,104.0,7.7,1.0,22.32,16.951,-23.17,-24.1462217381858,29.8176787375776,0.17,4.20750651825262E+27,0.3,21.815097166420300,
1348+4303,313.0,148.0,,,SR,U,86.0,14.0,62.4,6.3,1.0,6,0,0.275,,,,,,,,,,2019-09-20,2011-01-17,134854.76+430309.1,88.8,6.7,134854.771,-0.165,430309.14200000000,-0.04,504.0,58.0,381.0,34.0,4.1,13.0,86.0,14.0,0.0,0.0,0.0,0.0,1.0,5.998934000000000,0.169779268463496,6.0,66.7,6.7,73.0,12.0,11.1166666666667,,,,134854.79,430309.62,0.61,88.8,6.7,1.0,22.28,17.09,-23.11,-24.0903346997399,29.7953239221993,0.17,4.38998259731501E+27,0.7,22.136848005536400,
1348+4518,0.0,0.0,,,U,U,50.7,4.3,50.7,4.3,1.0,1,0,0.277,,,,,,,,,,2019-08-04,2010-10-15,134845.44+451809.5,51.8,6.5,134845.456,-0.16,451809.514,0.0,422.0,41.0,330.0,25.0,48.0,12.0,39.6,6.5,0.0,0.0,0.0,0.0,1.0,5.999033,0.16,8.1,55.8,4.0,48.8,6.3,6.888888888888890,0.0,0.0,0.0,134845.44,451809.21,0.29,51.8,6.5,1.0,22.06,17.208,-23.0,-24.0377791841606,29.774301715967600,0.11,4.42666306178213E+27,1.0,22.053678278274500,
1353+3620,206.0,159.0,1450,140,U,U,431.9,9.9,431.9,9.9,1.1,3,0.5,0.285,23.32,23.68,1995-04-16,23.09,23.46,1994-07-10,22.96,23.09,2017-10-14,2019-08-17,2010-11-15,135326.12+362049.4,389.0,25.8,135326.12,0.0,362039.541,0.14,454.2,11.7,401.1,9.2,66.3,7.5,479,18,0.0,0.0,0.0,0.0,1.0,5.998834,0.14,7.3,450.1,9.6,526.0,19.0,61.657534246575300,,,,135326.13,362046.56,0.16,389.0,25.8,1.0,22.96,16.011,-24.26,-25.298211541126000,30.2784746587537,0.27,4.57399749937083E+27,1.4,23.11659353518430,
1406+1442,178.0,88.0,,,U,U,115.9,6.6,115.9,6.6,0.8,3,0,0.266,,,,,,,,,,2019-08-17,2010-11-15,140658.70+144238.3,144.0,7.4,140658.708,-0.12,144238.345,0.05,428.0,25.0,390.0,21.0,150.0,24.0,131.0,12.0,0.0,0.0,0.0,0.0,1.0,5.999007,0.13,6.9,117.5,6.5,122.0,12.0,17.0289855072464,,,,140658.709,144238.41,0.17,144.0,7.4,1.0,22.46,16.629,-23.5,-24.485157384226400,29.9532529959939,0.18,4.22568435241734E+27,0.8,22.37361148673390,
1408+4303,1500.0,95.0,,,E,U,52.9,8.6,37.9,5.1,1.0,6,0,0.258,,,,,,,,,,2019-09-20,2011-01-17,140808.19+430316.5,52.3,16.8,140808.19200000000,-0.03,430316.458,0.04,1182.0,350.0,323.0,45.0,19.6,3.3,75.0,21.0,0.0,0.0,0.0,0.0,1.0,5.998933,0.05,6.5,36.6,5.3,55.0,13.0,5.63076923076923,,,,140808.199,430316.9,0.41,523.0,16.8,1.0,22.99,16.922,-23.14,-24.0588756347016,29.782740296184000,0.85,4.08069877721138E+27,0.1,22.155155517881000,
1408+6306,0.0,0.0,,,ND,SR,22.2,0.0,22.2,0.0,0.4,1,0,0.261,,,,,,,,,,2019-08-04,2010-10-15,140839.00+630600.5,52.3,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.4,20.1,6.0,149.0,50.0,2.61038961038961,1.0,0.0,0.0,140838.77,630602.04,2.2,39.1,6.1,1.0,21.88,16.95,-23.13,-24.059153388688400,29.782851397778700,0.06,4.1349511015275E+27,0.6,21.6548430591915,
1412+6435,0.0,0.0,,,U,U,38.5,8.1,38.5,8.1,1.1,1,0,0.28800000000000000,,,,,,,,,,2019-08-04,2010-10-15,141213.62+643538.9,33.5,7.8,141213.634,-0.1,643538.7760000000,-0.13,688.0,164.0,317.0,34.0,97.5,34.0,49.0,15.0,0.0,0.0,0.0,0.0,1.0,5.998844,0.164012194668567,7.8,28.1,1.4,15.9,2.1,3.6,0.0,0.0,0.0,141213.633,643539.04,0.16,33.5,7.8,1.0,21.9,17.459,-22.84,-23.9136448500479,29.7246479823225,0.09,4.62949929158494E+27,1.5,22.090529538246400,
1421+0739,210.0,160.0,,,M,U,94.5,7.0,66.9,5.4,0.9,3,0,0.231,,,,,,,,,,2019-08-17,2010-11-15,142146.16+073908.3,102.0,5.9,142146.161,0.015,73908.367,0.07,426.0,36.0,395.0,31.0,83.0,43.0,69.9,9.8,0.0,0.0,0.0,0.0,1.0,5.999072,0.0715891053163818,6.8,69.8,8.4,82.0,16.0,10.264705882352900,,,,142146.16,73908.4,0.1,102.0,5.9,1.0,22.18,16.887,-22.93,-23.6628447484268,29.624327941674,0.16,3.59884904255036E+27,0.7,22.000076227009000,
1421+1520,361.0,241.0,,,SR,U,106.0,19.0,66.7,8.0,0.6,3,0,0.231,,,,,,,,,,2019-08-17,2010-11-15,142138.50+152045.9,180.0,7.4,142138.50400000000,-0.06,152045.812,-0.09,546.0,71.0,447.0,50.0,105.0,22.0,106.0,19.0,0.0,0.0,0.0,0.0,1.0,5.999011,0.10816653826392,6.6,68.0,5.9,93.4,10.5,10.303030303030300,,,,142138.5,152045.88,0.02,180.0,7.4,1.0,22.42,17.164,-22.65,-23.388281854882000,29.514502784256100,0.36,3.59884904255036E+27,0.6,22.19930728957300,
1425+0803,201.0,73.0,<366,0,SR,U,220.0,15.0,193.5,7.9,1.6,3,2,0.23,,,,21.81,22.19,2000-01-15,22.04,22.19,2019-05-08,2019-08-17,2010-11-15,142522.37+080327.1,138.0,6.5,142522.384,-0.21,80327.13800000000,0.04,457.0,20.0,402.0,16.0,114.0,12.0,220.0,15.0,0.0,0.0,0.0,0.0,1.0,5.999071,0.21377558326431900,6.5,194.9,7.2,216.0,13.0,29.9846153846154,,,,142522.38,80327.02,0.17,138.0,6.5,1.0,22.3,16.803,-23.01,-23.737657660564600,29.654253106529200,0.2,3.5812274628942E+27,1.6,22.5122748205623,53533
1426+1955,381.0,249.0,,,U,U,30.9,5.7,30.9,5.7,0.3,5,0,0.213,,,,,,,,,,2019-08-27,2011-01-01,142613.31+195524.6,110.0,6.0,142613.322,-0.18,195524.682,0.08,567.0,111.0,489.0,85.0,146.0,47.0,50.0,14.0,0.0,0.0,0.0,0.0,1.0,5.999175,0.196977156035922,6.5,34.4,5.7,32.9,9.8,5.29230769230769,,,,142613.329,195524.78,0.32,110.0,6.0,1.0,22.13,16.3,-23.34,-24.035537770914700,29.7734051506692,0.1,3.28416023752394E+27,0.3,21.58655007836390,
1429+4747,256.0,97.0,,,M,U,151.0,21.4009345590327,88.6,8.5,1.2,1,0,0.221,,,,,,,,,,2019-08-04,2010-10-15,142943.07+474726.2,127.0,6.3,142943.073,0.0,474726.205,0.0,496.0,56.0,350.0,29.0,95.8,9.2,108.0,17.0,43.0,13.0,36.3,6.6,1.0,5.998982,0.0,7.6,97.8,4.5,135.9,9.8,12.8684210526316,0.0,0.0,0.0,142943.066,474726.17,0.05,127.0,6.3,1.0,22.23,16.49,-23.23,-23.901591217235300,29.719826529197400,0.14,3.42336611795535E+27,1.2,22.310703488099100,
1442+4337,170.0,100.0,,,U,U,183.4,7.4,183.4,7.4,1.1,6,0,0.231,,,,,,,,,,2019-09-20,2011-01-17,144202.82+433708.7,167.0,18.7,144202.826,-0.09,433708.783,0.08,409.0,17.0,364.0,14.0,41.0,13.0,192.0,13.0,0.0,0.0,0.0,0.0,1.0,5.998924,0.120415945787923,6.5,185.3,7.2,187.0,13.0,28.5076923076923,,,,144202.837,433708.81,0.22,167.0,18.7,1.0,22.39,16.849,-22.97,-23.6937551506328,29.6366921025564,0.25,3.59884904255036E+27,1.1,22.437400755642200,
1443+4045,0.0,0.0,,,U,U,21.0,0.0,21.0,0.0,0.3,6,0,0.246,,,,,,,,,,2019-09-20,2011-01-17,144302.59+404525.1,78.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,21.0,,21.0,,,,,,144302.459,404525.66,1.61,78.0,11.2,1.0,22.12,16.636,-23.32,-24.1243394785476,29.8089258337224,0.1,3.86510791588705E+27,0.3,21.55651492980580,
1444+0633,190.0,45.0,<444,,E,U,361.0,23.0217288664427,255.8,7.2,1.4,4,-1,0.208,,,,,,,,,,2019-08-20,2010-11-30,144414.66+063306.7,255.0,16.0,144414.666,-0.03,63306.726,0.03,457.4,14.5,361.7,9.1,158.9,4.3,272.0,13.0,89.0,19.0,30.9,4.5,1.0,5.999263,0.0948683298050514,6.9,256.5,7.4,261.0,13.0,37.1739130434783,,,,144414.67,63307.1,0.43,255.0,16.0,1.0,22.47,16.552,-23.04,-23.7163623519735,29.645734983092700,0.29,3.19769423192929E+27,1.4,22.631503895407100,
1445+3049,428.0,173.0,,,U,U,63.3,6.9,63.3,6.9,1.0,5,0,0.276,,,,,,,,,,2019-08-27,2011-01-01,144510.13+304957.0,65.7,4.8,144510.137,0.105,304957.16,0.16,580.0,73.0,481.0,52.0,160.0,23.0,63.3,6.9,0.0,0.0,0.0,0.0,1.0,5.999071,0.19137659209004600,7.2,63.6,8.1,75.0,16.0,8.83333333333333,,,,144510.122,304956.56,0.45,65.7,4.8,1.0,22.16,17.466000000000000,-22.74,-23.73560598317,29.65343243557,0.18,4.408315144721E+27,0.9,22.124047300337800,
1456+2750,169.0,97.0,,,U,U,136.1,7.0,136.1,7.0,0.9,5,0,0.248,,,,,,,,,,2019-08-27,2011-01-01,145608.65+275008.7,159.0,12.9,145608.65100000000,0.015,275008.747,0.05,474.0,26.0,397.0,19.0,113.0,11.0,153.0,13.0,0.0,0.0,0.0,0.0,1.0,5.99909,0.0522015325445528,6.5,137.2,6.9,130.0,12.0,21.1076923076923,,,,145608.642,275008.62,0.13,159.0,12.9,1.0,22.44,17.044,-22.93,-23.7775931140453,29.6702272879214,0.29,3.90088130717613E+27,0.9,22.375930579257900,
1458+3631,802.0,513.0,495,0,SR,U,207.0,31.0,50.6,6.1,1.2,6,0.5,0.246,x,x,x,22.49,22.86,1994-07-17,22.67,22.81,2017-11-10,2019-09-20,2011-01-17,145824.46+363119.5,167.0,9.4,145824.475,-0.225,363119.459,-0.05,886.0,114.0,630.0,71.0,144.0,13.0,207.0,31.0,0.0,0.0,0.0,0.0,1.0,5.998982,0.22852789764052900,6.8,53.9,6.3,165.0,25.0,7.92647058823529,,,,145824.457,363119.49,0.04,167.0,9.4,1.0,22.45,16.887,-23.07,-23.8981289510676,29.7184416227304,0.26,3.86510791588705E+27,1.2,22.550265980528800,
1458+4555,0.0,0.0,,,U,A,33.0,4.8,33.0,4.8,0.3,2,0,0.28600000000000000,,,,,,,,,,2019-08-13,2010-10-31,145817.42+455514.9,95.0,16.3,145817.424,-0.06,455514.872,-0.03,394.0,78.0,234.0,25.0,175.3,8.0,24.2,7.3,24.8,7.0,30.0,4.6,1.0,5.998947,0.0670820393249937,6.6,35.9,4.1,39.0,5.2,5.43939393939394,0.0,,,145817.428,455514.72,0.2,47.5,4.7,0.5,22.35,17.381,-22.9,-23.9172890480902,29.726105661539400,0.23,4.59248291660373E+27,0.3,21.898138615155900,
1502+0645,0.0,0.0,,,U,U,17.8,4.2,17.8,4.2,0.4,4,0,0.28800000000000000,,,,,,,,,,2019-08-20,2010-11-30,150204.10+064516.0,50.8,5.9,150204.108,-0.12,64516.09100000000,0.09,569.0,186.0,290.0,49.0,21.0,9.4,18.8,8.0,0.0,0.0,0.0,0.0,1.0,5.999251,0.15,6.5,22.2,4.0,39.0,11.0,3.41538461538462,,,,150204.11800000000,64516.07,0.28,50.8,5.9,1.0,22.09,16.772000000000000,-23.52,-24.55709248195390,29.982027035084900,0.07,4.62949929158494E+27,0.4,21.636799023715500,
1521+5940,916.0,535.0,,,U,U,25.1,5.6,25.1,5.6,0.6,2,0,0.28600000000000000,,,,,,,,,,2019-08-13,2010-10-31,152153.80+594020.0,42.9,8.8,152153.777,0.345,594020.166,0.17,987.0,262.0,648.0,148.0,126.0,21.0,78,22,0.0,0.0,0.0,0.0,1.0,5.998819,0.384610192272644,6.9,28.7,5.9,28.7,5.9,4.159420289855070,,,,152153.829,594020.26,0.34,42.9,8.8,1.0,22.01,17.679000000000000,-22.6,-23.6365119488135,29.613794821828700,0.14,4.59248291660373E+27,2.5,22.413048430765000,
1524+3032,333.0,204.0,,,U,U,29.7,3.8,29.7,3.8,0.5,5,0,0.274,,,,,,,,,,2019-08-27,2011-01-01,152428.67+303237.5,63.3,11.2,152428.674,-0.06,303237.528,0.03,574.0,83.0,438.0,51.0,93.0,17.0,42.1,8.5,0.0,0.0,0.0,0.0,1.0,5.999046,0.0670820393249937,6.7,24.8,5.7,39.0,14.0,3.70149253731343,,,,152428.68100000000,303237.98,0.5,63.3,11.2,1.0,22.13,16.618,-23.57,-24.5626724321917,29.98425901518,0.08,4.3716654379985E+27,0.5,21.81089844681080,
1526+2754,0.0,0.0,,,U,U,28.3,5.3,28.3,5.3,0.9,5,0,0.231,,,,,,,,,,2019-08-27,2011-01-01,152624.02+275452.1,30.4,7.1,152624.029,-0.135,275451.968,-0.13,533.0,120.0,366.0,58.0,148.0,17.0,32.0,10.0,0.0,0.0,0.0,0.0,1.0,5.999067,0.18741664813991300,5.5,31.1,4.9,25.3,7.6,5.65454545454545,1.0,,,152624.064,275451.98,0.6,30.4,7.1,1.0,21.65,16.213,-23.61,-24.330833640050500,29.891523498323500,0.03,3.59884904255036E+27,0.9,21.6257878598325,
1527+1541,446.0,113.0,,,SR,U,60.0,15.0,42.7,6.7,0.8,5,0,0.228,,,,,,,,,,2019-08-27,2011-01-01,152727.38+154100.1,73.4,11.2,152727.386,-0.09,154100.16200000000,0.06,666.0,130.0,390.0,49.0,113.4,9.0,60.0,15.0,0.0,0.0,0.0,0.0,1.0,5.999166000000000,0.10816653826392,6.6,47.1,6.1,54.0,12.0,7.13636363636364,1.0,,,152727.458,154100.19,1.13,73.4,11.2,1.0,22.02,16.607,-23.18,-23.919364343818600,29.7269357798308,0.09,3.54603302719345E+27,0.8,21.939653725406300,
1529+0216,810.0,700.0,,,E,U,183.0,34.0,41.2,6.4,1.2,4,0,0.263,,,,,,,,,,2019-08-20,2010-11-30,152925.98+021646.6,152.0,11.0,152925.981,0.015,21646.63,0.03,942.0,151.0,785.0,118.0,129.0,33.0,183.0,34.0,0.0,0.0,0.0,0.0,1.0,5.999263,0.0335410196624968,6.9,44.8,6.6,111.0,22.0,6.49275362318841,,,,152925.995,21646.15,0.5,152.0,11.0,1.0,22.47,17.49,-22.61,-23.5945186670728,29.5969975091324,0.41,4.17119758863805E+27,1.2,22.561040130310400,
1534+4658,640.0,210.0,,,U,U,18.7,3.9,18.7,3.9,0.3,2,0,0.282,,,,,,,,,,2019-08-13,2010-10-31,153415.05+465819.2,66.2,5.5,153415.057,-0.105,465819.261,0.06,583.0,149.0,340.0,57.0,135.0,12.0,29.7,9.5,0.0,0.0,0.0,0.0,1.0,5.998913,0.12093386622447800,6.4,20.9,3.2,20.9,3.2,3.265625,,,,153415.093,465818.98,0.5,66.2,5.5,1.0,22.18,17.5,-22.75,-23.767655062267100,29.6662520672102,0.18,4.51863254790691E+27,0.3,21.637823428258600,
1535+5644,196.0,136.0,764,164,U,U,123.6,7.7,123.6,7.7,1.0,2,1,0.207,x,x,1993-11-23,22.51,22.90,1997-05-15,22.41,22.57,2017-10-28,2019-08-13,2010-10-31,153539.25+564406.5,126.0,15.5,153539.25,0.0,564406.454,-0.05,422.0,28.0,381.0,23.0,3.2,24.0,150.0,15.0,27.3,8.1,26.5,4.6,1.0,5.998834,0.05,6.5,125.4,7.3,135.0,13.0,19.2923076923077,,,,153539.198,564406.18,0.54,126.0,15.5,1.0,22.16,16.672,-22.91,-23.5772660384091,29.590096457667,0.16,3.18045093413941E+27,1.0,22.161434955164600,
1539+5042,0.0,0.0,,,U,U,51.4,5.5,51.4,5.5,0.8,2,0,0.203,,,,,,,,,,2019-08-13,2010-10-31,153941.49+504255.7,61.9,5.5,153941.49300000000,-0.045,504255.697,0.0,377.0,42.0,336.0,34.0,121.0,34.0,51.2,9.5,0.0,0.0,0.0,0.0,1.0,5.998878,0.045,6.3,55.0,4.9,48.4,7.8,8.730158730158730,,,,153941.501,504255.8,0.15,61.9,5.5,1.0,21.83,16.725,-22.81,-23.4731764567003,29.548460624983400,0.08,3.11164473792253E+27,0.8,21.761848177948900,
1544+2827,0.0,0.0,,,U,U,21.7,4.8,21.7,4.8,0.5,5,0,0.231,,,,,,,,,,2019-08-27,2011-01-01,154430.52+282756.8,46.0,10.1,154430.52800000000,0.12,282756.937,0.14,521.0,152.0,307.0,52.0,85.0,12.0,19.5,8.2,0.0,0.0,0.0,0.0,1.0,5.999047,0.184390889145858,6.9,32.9,6.0,56.0,15.0,4.768115942028990,,,,154430.54,282757.41,0.67,46.0,10.1,1.0,21.82,16.285,-23.53,-24.2702348463701,29.867283980851400,0.04,3.59884904255036E+27,0.5,21.51046115815670,
1556+5215,254.0,120.0,1170,160,U,U,273.9,6.3,273.9,6.3,0.9,2,1,0.227,x,x,,22.78,23.16,1997-05-04,22.65,22.80,2017-11-11,2019-08-13,2010-10-31,155620.23+521520.0,296.0,21.9,155620.245,-0.225,521520.006,-0.01,448.3,11.3,367.2,7.7,153.8,4.3,352.0,13.0,0.0,0.0,0.0,0.0,1.0,5.998854,0.225222112591104,6.7,274.4,6.7,348.0,14.0,40.955223880597,,,,155620.217,521520.2,0.23,296.0,21.9,1.0,22.62,16.87,-22.91,-23.611420860510500,29.6037583865075,0.46,3.52846020953655E+27,0.9,22.59489383576170,
1605+4834,986.0,339.0,,,U,U,25.9,7.6,25.9,7.6,0.3,2,0,0.295,,,,,,,,,,2019-08-13,2010-10-31,160507.92+483422.1,79.9,6.3,160507.927,-0.105,483422.124,0.02,1050.0,370.0,490.0,120.0,149.0,12.0,101.0,37.0,0.0,0.0,0.0,0.0,1.0,5.998875,0.10688779163216,7.0,39.6,7.2,41.0,13.0,5.657142857142860,,,,160507.913,483422.62,0.52,79.9,6.3,1.0,22.31,16.775,-23.57,-24.607381671005300,30.0021427107054,0.11,4.75953286731232E+27,0.3,21.82297690253430,
1617+0638,140.0,87.0,630,0,U,U,466.2,7.1,466.2,7.1,1.8,4,2,0.229,,,,22.52,22.9,2000-02-15,22.67,22.8,2019-03-18,2019-08-20,2010-11-30,161711.42+063833.4,266.0,11.3,161711.424,-0.06,63833.45,-0.05,528.9,9.8,357.1,4.5,137.1,1.3,480.0,13.0,0.0,0.0,0.0,0.0,1.0,5.999187,0.0781024967590666,7.4,467.1,7.0,468.0,12.0,63.1216216216216,,,,161711.424,63833.19,0.22,266.0,11.3,1.0,22.58,16.627,-23.17,-23.90059738192190,29.719428995072100,0.33,3.56362211804653E+27,1.8,22.834258140740800,53501
1617+0854,255.0,132.0,450,0,SR,U,386.7,18.164801127455300,300.2,8.2,1.0,4,0.5,0.206,x,x,x,22.28,22.66,2000-01-15,22.59,22.75,2019-03-18,2019-08-20,2010-11-30,161723.67+085414.7,381.0,15.2,161723.671,0.015,85414.743,0.04,581.5,19.3,380.0,8.6,139.0,2.1,360.0,16.0,26.7,8.6,29.0,4.9,1.0,5.99917,0.0427200187265877,6.5,301.9,7.6,406.0,18.6,46.44615384615380,,,,161723.674,85414.72,0.06,381.0,15.2,1.0,22.64,16.255,-23.31,-23.9983983171703,29.7585493691714,0.33,3.16322431630272E+27,1.0,22.65218958829320,
1619+2543,149.0,60.0,1430,110,SR,U,407.0,21.6333076527839,344.5,9.5,0.9,5,1,0.269,23.00,23.37,1995-02-28,23.03,23.40,1995-11-22,22.94,23.08,2017-11-24,2019-08-27,2011-01-01,161940.56+254323.0,474.0,21.4,161940.565,-0.075,254323.124,0.12,519.4,16.6,383.7,9.2,107.1,3.1,372.0,18.0,35.0,12.0,28.3,5.9,1.0,5.999034,0.141509716980849,6.6,345.9,10.0,366.0,18.0,52.4090909090909,,,,161940.561,254323.1,0.1,474.0,21.4,1.0,22.99,16.644000000000000,-23.5,-24.512529524281,29.964201852016,0.59,4.28031110915132E+27,0.9,22.929946221890200,
1619+5011,860.0,140.0,,,U,U,30.8,4.5,30.8,4.5,0.7,2,0,0.234,,,,,,,,,,2019-08-13,2010-10-31,161911.24+501109.2,41.7,4.7,161911.25,-0.15,501109.243,0.04,781.0,148.0,350.0,39.0,126.0,5.1,65.0,14.0,0.0,0.0,0.0,0.0,1.0,5.99885,0.1552417469626,6.4,30.3,5.9,48.0,13.0,4.734375,,,,161911.253,501109.58,0.4,41.7,4.7,1.0,21.8,16.991,-22.86,-23.7290728738026,29.650819191824400,0.07,3.65181099874317E+27,0.7,21.674899512383500,
1627+4736,154.0,110.0,1260,110,U,U,581,14,581,14,1.94314381270903,6,2,0.262,,,,22.95,23.32,1997-03-31,23.12,23.26,2019-05-04,2019-09-20,2011-01-17,162750.54+473623.5,299.0,23.8,162750.55,-0.15,473623.461,-0.04,452.0,13.0,390.0,10.0,50.9,7.0,495.0,23.0,0.0,0.0,0.0,0.0,1.0,5.998849,0.1552417469626,7.1,442.0,13.0,473.0,23.0,62.253521126760600,,,,162750.571,473623.38,0.34,299.0,23.8,1.0,22.76,17.218,-22.87,-23.811048225078300,29.683609332334600,0.64,4.1530665304451E+27,1.5,22.939355242489400,52377
1630+4711,448.0,27.0,,,U,U,33.9,5.6,33.9,5.6,0.5,6,0,0.27,,,,,,,,,,2019-09-20,2011-01-17,163051.74+471118.9,64.1,5.4,163051.744,-0.06,471118.958,0.06,603.0,119.0,392.0,55.0,11.0,13.0,51.0,13.0,0.0,0.0,0.0,0.0,1.0,5.998851,0.0848528137423857,6.7,33.5,6.5,42.0,14.0,5.0,,,,163051.738,471118.82,0.08,64.1,5.4,1.0,22.12,16.91,-23.25,-24.2325397886563,29.852205957765800,0.1,4.29855105090999E+27,0.5,21.8541342511273,
1631+2953,0.0,0.0,,,U,U,67.6,5.7,67.6,5.7,0.5,5,0,0.254,,,,,,,,,,2019-08-27,2011-01-01,163124.42+295301.5,125.0,7.9,163124.432,-0.18,295301.507,-0.01,439.0,42.0,347.0,26.0,112.0,13.0,54.9,8.7,0.0,0.0,0.0,0.0,1.0,5.998989,0.18027756377319900,6.9,70.6,5.5,53.7,8.1,10.231884057971,,,,163124.435,295301.46,0.2,125.0,7.9,1.0,22.35,16.707,-23.32,-24.207522022567400,29.8421988513303,0.17,4.0085822891977E+27,0.5,22.095001162073400,
1631+4048,0.0,0.0,,,U,U,26.6,4.6,26.6,4.6,0.5,6,0,0.258,,,,,,,,,,2019-09-20,2011-01-17,163111.28+404805.2,49.7,5.0,163111.275,0.075,404805.22,-0.02,475.0,89.0,393.0,63.0,7.2,34.1,31.6,9.0,0.0,0.0,0.0,0.0,1.0,5.998901,0.0776208734813001,6.6,27.5,4.9,49.0,12.1,4.16666666666667,,,,163111.292,404805.0,0.24,49.7,5.0,1.0,21.97,17.094,-22.96,-23.884491472114,29.712986631149,0.09,4.08069877721138E+27,0.5,21.70497589112030,
1703+1910,0.0,0.0,,,ND,U,11.4,0.0,11.4,0.0,0.5,6,0,0.29,,,,,,,,,,2019-09-20,2011-01-17,170302.88+191034.0,21.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.8,21.0,,21.0,,,,,,170302.978,191034.23,1.41,21.2,7.1,1.0,21.71,17.203,-23.11,-24.1716563932864,29.82785259961790,0.04,4.66657626570419E+27,0.5,21.449994296153500,
1727+6322,2040.0,980.0,1090,130,E,U,670.0,82.0,53.6,6.1,0.9,6,1,0.217,22.93,23.31,1995-04-02,22.71,23.09,2002-08-15,22.60,22.75,2017-09-11,2019-09-20,2011-01-17,172711.80+632242.1,728.0,27.1,172711.81700000000,-0.025,632241.968,-0.13,2080.0,250.0,1070.0,110.0,17.5,6.0,670.0,82.0,0.0,0.0,0.0,0.0,1.0,5.998709,0.286225435627234,6.8,55.9,5.8,614.0,70.0,8.22058823529412,,,,172711.837,632241.72,0.46,728.0,27.1,1.0,22.97,16.73,-22.95,-23.6664111916879,29.6257545189785,0.99,3.35363129415491E+27,0.9,22.94038608232430,